0;0;0;0;land;false;unknown;0
1;216;133;217;land;false;unknown;1
2;239;176;207;land;false;unknown;1
3;249;136;144;land;false;unknown;1
4;244;117;140;land;false;unknown;1
5;172;195;197;land;false;unknown;1
6;67;206;238;land;false;unknown;1
7;204;244;149;land;true;unknown;1
8;175;224;216;land;false;unknown;1
9;62;212;251;land;false;unknown;1
10;212;184;129;land;false;unknown;1
11;138;196;168;land;false;unknown;1
12;217;143;178;land;false;unknown;1
13;249;254;154;land;false;unknown;1
14;176;149;237;land;true;unknown;1
15;234;134;175;land;true;unknown;1
16;138;245;150;land;false;unknown;1
17;31;225;246;land;false;unknown;1
18;211;196;112;land;false;unknown;1
19;167;246;187;land;false;unknown;1
20;103;215;241;land;false;unknown;1
21;149;238;117;land;false;unknown;1
22;185;152;234;land;false;unknown;1
23;194;214;230;land;false;unknown;1
24;229;154;231;land;false;unknown;1
25;236;225;117;land;false;unknown;1
26;167;245;169;land;false;unknown;1
27;166;221;199;land;false;unknown;1
28;214;196;133;land;false;unknown;1
29;190;132;234;land;false;unknown;1
30;175;112;221;land;true;unknown;1
31;223;225;158;land;false;unknown;1
32;244;128;166;land;false;unknown;1
33;161;185;175;land;false;unknown;1
34;248;250;155;land;false;unknown;1
35;122;242;140;land;false;unknown;1
36;198;230;110;land;false;unknown;1
37;180;238;217;land;true;unknown;1
38;206;216;207;land;false;unknown;1
39;211;164;211;land;false;unknown;1
40;238;204;254;land;false;unknown;1
41;244;212;191;land;false;unknown;1
42;194;135;234;land;false;unknown;1
43;167;190;198;land;false;unknown;1
44;215;184;244;land;false;unknown;1
45;106;203;254;land;false;unknown;1
46;159;223;188;land;false;unknown;1
47;101;171;229;land;false;unknown;1
48;222;163;207;land;false;unknown;1
49;238;221;224;land;false;unknown;1
50;188;117;223;land;false;unknown;1
51;248;242;46;land;false;unknown;1
52;168;150;223;land;false;unknown;1
53;203;202;228;land;false;unknown;1
54;241;118;226;land;false;unknown;1
55;190;213;121;land;false;unknown;1
56;159;245;177;land;false;unknown;1
57;171;199;139;land;false;unknown;1
58;231;100;190;land;true;unknown;1
59;193;254;238;land;false;unknown;1
60;233;170;224;land;false;unknown;1
61;246;186;234;land;false;unknown;1
62;202;220;165;land;false;unknown;1
63;174;194;162;land;false;unknown;1
64;214;94;242;land;false;unknown;1
65;186;206;128;land;false;unknown;1
66;68;246;223;land;false;unknown;1
67;159;212;140;land;true;unknown;1
68;156;222;222;land;false;unknown;1
69;227;243;190;land;false;unknown;1
70;193;174;242;land;false;unknown;1
71;236;192;153;land;false;unknown;1
72;236;113;242;land;false;unknown;1
73;222;178;114;land;false;unknown;1
74;249;194;156;land;false;unknown;1
75;226;136;167;land;false;unknown;1
76;180;175;183;land;false;unknown;1
77;201;128;253;land;false;unknown;1
78;176;115;227;land;false;unknown;1
79;230;220;163;land;false;unknown;1
80;239;54;217;land;false;unknown;1
81;241;105;215;land;false;unknown;1
82;128;227;181;land;false;unknown;1
83;166;160;223;land;false;unknown;1
84;110;236;250;land;true;unknown;1
85;217;236;192;land;false;unknown;1
86;239;247;122;land;false;unknown;1
87;217;229;89;land;false;unknown;1
88;233;214;234;land;false;unknown;1
89;247;158;162;land;false;unknown;1
90;196;246;98;land;false;unknown;1
91;95;227;217;land;false;unknown;1
92;147;197;205;land;false;unknown;1
93;185;249;72;land;false;unknown;1
94;234;130;191;land;false;unknown;1
95;229;220;212;land;false;unknown;1
96;206;121;187;land;false;unknown;1
97;249;87;214;land;true;unknown;1
98;223;227;122;land;false;unknown;1
99;244;154;141;land;false;unknown;1
100;245;93;208;land;false;unknown;1
101;244;188;123;land;true;unknown;1
102;229;175;170;land;true;unknown;1
103;130;221;181;land;true;unknown;1
104;137;231;133;land;false;unknown;1
105;198;117;223;land;false;unknown;1
106;241;175;104;land;false;unknown;1
107;186;244;191;land;false;unknown;1
108;178;193;209;land;false;unknown;1
109;183;237;240;land;false;unknown;1
110;253;198;173;land;false;unknown;1
111;112;211;217;land;false;unknown;1
112;225;165;136;land;false;unknown;1
113;114;170;252;land;false;unknown;1
114;232;199;226;land;false;unknown;1
115;93;194;229;land;false;unknown;1
116;226;199;150;land;false;unknown;1
117;217;190;117;land;false;unknown;1
118;186;241;241;land;false;unknown;1
119;135;222;168;land;false;unknown;1
120;164;143;243;land;false;unknown;1
121;254;97;168;land;false;unknown;1
122;74;215;218;land;false;unknown;1
123;222;101;238;land;false;unknown;1
124;206;143;188;land;false;unknown;1
125;254;205;102;land;false;unknown;1
126;146;227;155;land;false;unknown;1
127;246;77;233;land;false;unknown;1
128;143;194;221;land;false;unknown;1
129;83;221;209;land;false;unknown;1
130;253;64;205;land;false;unknown;1
131;214;229;84;land;false;unknown;1
132;215;254;204;land;true;unknown;1
133;223;81;244;land;false;unknown;1
134;243;186;199;land;false;unknown;1
135;130;236;230;land;false;unknown;1
136;241;225;216;land;false;unknown;1
137;193;164;166;land;false;unknown;1
138;243;51;242;land;false;unknown;1
139;230;157;123;land;false;unknown;1
140;211;236;173;land;false;unknown;1
141;210;217;144;land;false;unknown;1
142;109;218;194;land;false;unknown;1
143;246;204;166;land;false;unknown;1
144;231;177;205;land;false;unknown;1
145;186;237;209;land;false;unknown;1
146;196;184;136;land;false;unknown;1
147;231;114;247;land;false;unknown;1
148;166;200;199;land;false;unknown;1
149;234;238;203;land;false;unknown;1
150;109;159;247;land;true;unknown;1
151;228;173;180;land;false;unknown;1
152;225;169;247;land;false;unknown;1
153;224;210;140;land;false;unknown;1
154;161;231;196;land;false;unknown;1
155;235;191;146;land;false;unknown;1
156;209;220;117;land;false;unknown;1
157;168;245;100;land;false;unknown;1
158;124;203;199;land;true;unknown;1
159;134;251;170;land;false;unknown;1
160;182;129;208;land;false;unknown;1
161;247;57;230;land;false;unknown;1
162;207;179;118;land;false;unknown;1
163;248;108;159;land;false;unknown;1
164;222;188;168;land;false;unknown;1
165;213;119;175;land;false;unknown;1
166;245;222;120;land;true;unknown;1
167;223;211;165;land;false;unknown;1
168;181;194;239;land;false;unknown;1
169;198;183;218;land;false;unknown;1
170;91;188;247;land;false;unknown;1
171;201;156;167;land;false;unknown;1
172;118;153;232;land;false;unknown;1
173;237;196;140;land;false;unknown;1
174;242;182;119;land;false;unknown;1
175;99;234;243;land;false;unknown;1
176;232;228;57;land;false;unknown;1
177;144;222;178;land;false;unknown;1
178;247;204;74;land;false;unknown;1
179;144;245;231;land;false;unknown;1
180;199;129;201;land;false;unknown;1
181;204;152;221;land;false;unknown;1
182;187;180;230;land;false;unknown;1
183;134;216;152;land;false;unknown;1
184;204;123;244;land;false;unknown;1
185;146;235;229;land;false;unknown;1
186;222;236;197;land;false;unknown;1
187;118;209;191;land;false;unknown;1
188;162;172;200;land;false;unknown;1
189;143;160;199;land;true;unknown;1
190;142;204;192;land;false;unknown;1
191;163;143;237;land;false;unknown;1
192;190;230;230;land;false;unknown;1
193;196;218;171;land;false;unknown;1
194;191;224;145;land;false;unknown;1
195;230;174;208;land;false;unknown;1
196;169;143;221;land;false;unknown;1
197;104;146;252;land;false;unknown;1
198;237;103;253;land;true;unknown;1
199;184;127;218;land;true;unknown;1
200;89;241;173;land;false;unknown;1
201;122;239;177;land;false;unknown;1
202;87;234;233;land;false;unknown;1
203;243;92;202;land;true;unknown;1
204;220;242;96;land;false;unknown;1
205;162;202;152;land;false;unknown;1
206;224;145;201;land;false;unknown;1
207;210;86;252;land;false;unknown;1
208;158;220;242;land;false;unknown;1
209;111;237;196;land;false;unknown;1
210;224;172;204;land;false;unknown;1
211;214;167;225;land;false;unknown;1
212;229;145;158;land;false;unknown;1
